file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
session-af99bbde-5f23-42f7-be16-ecd8c5bceaac,0.0,5.03875,corpus,-53.76827954489087,-53.936548673189606,1.4836505260341086,6.835128111920213
