file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
session-92dbeb86-d53a-43b8-bd50-f169f975cd8e,0.0,6.478375,corpus,-45.33214879918982,-48.29861987078631,1.317469884864118,10.367009085905792
