file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
session-c9fad3c2-8480-4752-b2b2-47e05005bb7f,0.0,5.03875,corpus,-55.41790674603175,-57.70241355895996,0.7071067811865475,6.741763664918931
