file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
session-af99bbde-5f23-42f7-be16-ecd8c5bceaac,0.0,5.03875,corpus,-55.41790674603175,-57.70241355895996,0.7071067811865475,6.741763664918931
