file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
session-2d5fadee-692b-40b7-a1b6-dc8cd4d1a2f3,0.0,5.340625,corpus,-53.16499517205056,-54.79224044799805,1.317460710905027,6.222312615947764
