file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
session-c82ddca3-a2d9-4d66-b1a3-0b6be945a142,0.0,5.03875,corpus,-55.41790674603175,-57.70241355895996,0.7071067811865475,6.741763664918931
