file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
session-cff009ad-24c6-45fe-879c-fa75b425d376,0.0,6.501625,corpus,-54.359867788461536,-55.97219276428223,1.388728178822779,6.5375980135896725
