file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
session-51df16b4-d043-4c18-9955-37595eb6f933,0.0,7.082125,corpus,-53.3359926730226,-56.44668505742,1.469579747357162,6.067871341836145
