file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
session-880f4b28-0b7c-4d58-ab93-9783e4dd742c,0.0,7.4071875,corpus,-54.91214891194332,-53.330884015118635,1.4414817817315162,7.5964488723435295
